latitude,longitude,rainfall_mm_24h,rainfall_mm_72h,river_level_m,river_level_change,soil_moisture_pct,slope_deg,elevation_m,dist_to_river_km,population_density,drainage_capacity,season,district_risk_index,land_use,flood_occurred
27.865884794742964,81.8053415306531,83.99,279.86,2.82,-0.56,79.74,28.24,436.9,1.36,55,0.498,2,0.902,2,1
28.272178826230814,86.9474385587912,2.13,8.34,0.5,-1.19,60.17,0.16,1538.0,1.87,205,0.636,0,0.564,0,0
27.123832572245572,80.12901473023881,20.24,60.07,1.02,-0.07,70.52,4.5,2348.8,2.79,29,0.502,3,0.26,3,0
26.879678171875433,87.13532853774021,14.51,52.59,10.38,-3.23,37.06,19.16,1114.0,8.95,330,0.593,0,0.125,1,0
28.29739019752633,80.51065378107326,132.96,358.2,4.55,-1.1,65.48,25.92,1213.6,2.78,1062,0.3,2,0.293,1,1
27.277328331108627,83.24727490565203,10.66,21.59,4.29,0.11,69.89,44.28,612.8,2.05,87,0.283,1,0.631,0,1
29.093237378198292,86.57383502008975,14.89,55.16,9.74,-0.7,30.76,30.45,626.7,2.52,259,0.298,2,0.784,1,1
28.139322867376556,83.3772120134648,54.44,212.25,11.92,2.53,69.17,26.71,939.2,9.83,566,0.506,2,0.418,3,1
29.760980603837133,86.75438128718115,86.96,183.98,10.84,-0.56,46.08,4.84,1307.6,2.14,89,0.657,2,0.716,0,0
29.21808691820922,80.87473340954345,25.49,84.08,11.57,-0.11,55.59,9.72,3406.0,0.62,879,0.502,0,0.365,2,0
27.62770322966637,84.22348834986173,11.54,39.4,1.51,-2.57,30.85,29.48,2380.4,2.18,30,0.524,0,0.237,1,0
29.759265185720324,84.80108592856593,33.06,123.4,5.2,-1.51,7.9,16.72,178.1,6.04,141,0.727,0,0.821,1,1
29.646533865736888,87.31234298730286,6.53,21.88,3.3,1.26,58.16,3.57,1464.2,4.04,174,0.483,3,0.151,1,0
27.935661354023715,80.82035911182005,13.91,50.69,7.61,-0.9,42.24,15.63,3720.6,1.88,65,0.624,0,0.372,1,1
27.529145226114,82.81522538025945,1.65,5.72,11.64,-0.18,49.09,35.38,2607.6,0.77,759,0.626,3,0.276,0,0
29.1452315662974,85.42707153674496,17.74,49.03,11.61,-0.82,19.65,21.25,1611.3,2.59,155,0.319,0,0.528,0,0
26.91998518279817,88.03757065658661,24.44,55.42,8.14,1.02,93.89,1.01,2061.4,10.22,1331,0.608,3,0.617,2,0
27.166623630147946,86.96549781998883,83.07,314.77,9.41,-1.81,55.42,7.78,2731.4,0.23,13,0.739,2,0.411,1,1
26.377185305979125,86.95100928738962,22.09,86.21,10.54,-0.89,71.6,10.12,1433.9,0.57,62,0.716,2,0.806,0,0
29.573389947758766,84.26941733710605,65.24,133.58,5.57,0.63,42.53,5.81,3270.1,4.19,26,0.708,2,0.983,0,1
29.072888512027333,84.65308775115035,43.61,148.64,6.86,-0.5,74.7,7.72,3583.5,13.98,16,0.402,2,0.254,1,1
29.238178052367974,87.04941770609875,47.97,105.33,10.56,-2.92,94.48,35.56,2719.8,8.32,1437,0.386,2,0.915,0,0
29.547989027190066,87.13936114888878,25.28,86.37,5.01,-0.14,45.23,54.15,3891.9,0.89,871,0.16,1,0.57,2,0
28.228554679707194,86.5909217866394,3.09,7.51,4.82,-2.56,81.46,52.25,3552.4,0.34,484,0.198,3,0.572,0,0
28.678838903406863,86.723625893828,77.73,307.41,10.08,-0.11,24.83,11.2,3324.2,3.53,118,0.697,2,0.749,0,0
26.920167692323396,87.22082594184418,6.78,23.64,10.54,1.25,8.71,54.79,3122.0,0.01,9,0.357,0,0.846,1,0
26.816573301497492,80.9845262648816,35.04,119.28,9.25,-0.93,79.07,14.06,2258.7,1.59,100,0.938,1,0.576,0,0
29.087452143340933,82.44096244613718,89.87,219.05,5.88,1.49,66.37,10.83,2440.8,0.7,7,0.24,2,0.548,2,0
28.278494445186844,88.00649250698422,3.98,9.86,5.24,0.97,61.1,4.67,2982.0,2.79,203,0.172,3,0.616,1,1
28.664468036572874,84.49411227058681,52.03,161.88,1.86,1.21,38.09,0.89,894.3,3.14,1095,0.806,2,0.18,1,0
29.483495315405705,81.49494521231951,19.67,45.65,4.21,-2.56,52.61,24.3,2406.9,5.08,1096,0.389,1,0.818,0,0
28.949345112002423,84.15438202114375,62.88,165.7,3.17,-0.46,35.86,1.65,3492.9,1.6,390,0.568,2,0.542,0,0
28.616675542697784,85.31662053949714,22.42,85.91,2.64,0.91,64.53,2.3,2743.2,2.1,5,0.646,0,0.829,1,0
28.639749359056196,86.80221161520434,14.84,43.17,9.13,-0.87,46.54,49.55,3049.9,0.69,682,0.31,1,0.361,3,1
27.59319540205671,86.6715550800091,51.68,138.65,8.09,-2.72,72.9,7.47,1066.7,1.33,203,0.647,2,0.72,2,0
26.473353121728554,80.45897348020587,13.26,49.28,1.29,1.46,52.53,21.55,795.1,0.98,77,0.724,0,0.412,2,0
28.137541295852685,83.75105396891632,26.66,88.96,2.38,1.31,51.41,2.11,3673.4,0.61,95,0.316,1,0.518,0,0
27.22679715856007,80.22549382453082,17.41,50.54,4.63,1.97,40.54,20.4,2245.9,1.04,293,0.155,0,0.391,1,0
28.02196743927101,87.29025531501428,12.96,45.87,5.55,-2.91,92.77,1.41,1298.5,0.19,274,0.644,0,0.15,1,0
29.84595260039948,81.47411717294817,7.51,18.21,10.28,-0.37,8.93,0.53,1341.3,1.9,59,0.288,0,0.756,1,1
27.306151892047897,85.14635464275008,10.66,23.58,0.95,-0.72,62.04,8.02,1520.4,6.57,66,0.636,0,0.593,1,1
26.586041240925173,84.7045453973363,140.39,362.02,3.07,-1.56,82.05,18.3,1532.5,1.21,177,0.533,2,0.157,1,1
27.500673957290186,85.15168618629686,3.4,8.95,10.69,0.18,50.96,16.49,2627.5,0.69,169,0.215,3,0.748,1,1
27.550734406843404,84.64590155971615,3.74,14.2,4.75,0.4,74.37,49.33,1280.0,10.95,74,0.349,0,0.563,1,0
29.06085771038027,85.88503859979629,4.21,16.59,3.07,-0.49,42.99,15.2,2701.4,13.28,227,0.678,3,0.297,3,0
28.63083182459924,85.15641345332665,52.97,111.7,7.2,2.4,66.77,0.6,2182.2,0.41,488,0.196,2,0.116,1,0
29.560982657336297,80.79331490945475,8.48,32.09,11.55,-3.06,19.8,30.94,3505.2,0.09,384,0.198,0,0.35,0,1
29.07068551534229,83.04459142505358,60.46,220.91,11.24,0.59,18.6,0.2,840.0,6.93,246,0.248,1,0.772,2,0
28.01318613190429,84.50891034881587,6.35,15.1,6.54,-2.03,28.77,5.02,2063.3,3.66,250,0.443,0,0.27,1,0
29.68448357713074,82.70608263908886,16.38,48.27,1.69,0.11,31.57,3.83,353.6,0.12,107,0.483,2,0.284,2,0
27.031588971621588,86.24937439498245,140.12,416.09,2.19,0.6,82.68,70.99,3331.8,0.17,173,0.373,2,0.718,2,0
26.44011949984883,82.6466410936928,16.33,39.39,4.11,1.93,73.05,17.76,847.0,2.7,29,0.352,1,0.151,3,1
26.71619622918013,86.80597523134965,15.58,43.06,10.4,-0.49,34.39,6.32,741.6,3.86,14,0.329,0,0.689,0,1
29.308673337445445,81.25285268995222,18.27,42.44,9.69,0.19,25.45,26.77,2130.2,1.46,670,0.702,0,0.13,0,0
28.240696644030688,86.32316365667998,76.79,239.63,11.73,-3.43,92.24,16.84,1614.8,0.66,51,0.441,2,0.683,1,1
27.008214294037767,81.5519590843138,9.19,24.63,6.32,1.67,22.56,10.4,1283.1,0.31,21,0.757,0,0.663,1,0
28.40128357792379,84.35762842839624,34.11,99.73,7.17,0.84,59.82,35.32,562.9,1.95,847,0.322,2,0.432,1,1
26.97147962112399,82.66802996904522,33.23,99.37,4.14,0.2,33.77,4.64,2389.6,0.3,34,0.676,2,0.601,0,0
29.20191353781872,85.24781431216103,128.22,391.14,6.38,0.2,54.04,4.86,3078.2,1.45,18,0.518,2,0.227,3,1
28.176240729853525,81.79034515734013,12.55,29.72,8.82,-1.03,12.38,8.5,1849.8,6.21,503,0.156,0,0.397,1,0
27.90918702699558,86.53502145868445,128.77,260.88,0.96,-0.73,67.09,28.35,3549.9,0.63,71,0.639,2,0.867,0,1
27.583199565506295,84.72869342382192,44.28,139.32,10.7,-1.13,89.33,38.44,3611.5,4.73,237,0.576,2,0.238,1,0
28.931158631787444,87.85307529377664,146.28,381.43,7.55,-1.37,34.88,62.99,3768.1,0.34,54,0.666,2,0.229,1,1
27.8304317032689,85.85394578836132,183.43,390.55,4.1,0.24,61.44,1.39,3137.5,1.48,85,0.407,2,0.473,0,0
26.706364669196017,85.00402187817497,8.36,23.0,4.21,2.1,14.76,3.82,3488.5,0.03,272,0.571,1,0.876,2,0
26.830824198694113,86.80983921630455,3.33,13.23,11.9,-0.73,43.45,11.64,3473.1,4.26,52,0.809,0,0.767,1,0
30.290780424653008,81.84687514928414,111.28,360.12,3.93,0.17,43.38,2.46,3402.8,8.49,51,0.982,2,0.778,2,1
30.07218083190119,85.21042185881927,73.69,253.95,6.93,-0.29,67.54,1.48,1474.4,7.92,53,0.441,2,0.191,1,1
29.215799248624073,83.23705854725088,55.47,204.54,4.64,-0.31,30.09,21.04,1334.8,1.5,8,0.748,2,0.539,0,1
27.43706684198403,86.11468994318945,123.23,413.25,6.87,-0.45,20.54,3.87,3898.0,2.18,418,0.841,2,0.975,1,1
30.320623147125666,80.25725440148739,5.75,16.57,5.37,2.35,78.64,1.65,2036.2,0.89,165,0.63,3,0.777,1,0
29.539878706259756,83.54085960201866,6.07,22.67,6.11,-0.16,76.99,5.59,220.8,4.98,360,0.485,3,0.722,0,1
29.28624977555188,85.36480858662546,9.47,24.72,1.42,1.34,45.6,2.94,2372.8,0.68,904,0.618,1,0.192,1,1
28.189382158789535,83.80898611664851,19.67,49.36,1.23,-0.08,63.81,79.32,1922.6,5.11,22,0.795,0,0.606,0,0
27.463190403565154,81.99580270389708,2.9,7.31,10.31,2.58,85.84,35.79,2209.9,0.27,312,0.776,3,0.173,0,0
26.742202944829348,83.83919595642564,123.82,334.11,10.27,1.93,58.09,7.08,332.2,2.44,157,0.795,2,0.742,0,1
30.04766982582975,86.9774696710612,14.45,51.35,11.75,1.2,55.52,31.47,3009.9,4.12,710,0.636,3,0.354,1,0
28.215682788317807,81.7422901178587,126.57,280.46,7.56,1.07,42.5,3.52,2590.1,2.48,97,0.278,2,0.604,1,0
27.176689795660444,83.04788292843618,3.81,11.61,3.97,0.94,52.75,3.67,739.9,10.25,67,0.491,3,0.323,0,1
27.601422159017677,88.12230215157552,8.96,28.67,10.57,-0.73,56.62,10.32,1471.2,2.99,74,0.664,0,0.74,1,0
28.721800232661774,87.49107020627493,34.21,132.07,11.4,0.37,43.97,1.05,2800.1,1.83,102,0.574,2,0.415,1,1
27.07176841005085,80.33460420993737,172.24,476.78,3.87,3.51,25.76,15.28,1179.9,2.68,7436,0.176,2,0.671,1,0
29.85911856477874,84.3764932121832,10.23,30.24,5.29,0.65,73.81,49.87,3242.3,5.41,99,0.785,0,0.685,0,1
29.45693007232436,80.59065827762232,6.28,21.2,6.32,-0.9,10.82,24.74,1912.9,2.69,76,0.857,0,0.828,3,0
29.29679811939884,87.58135779334474,4.76,11.1,5.48,-2.19,37.04,0.68,469.0,0.15,691,0.252,0,0.265,0,1
28.118581463077927,83.6535002239942,11.13,31.34,7.22,-0.72,32.42,6.34,1174.7,11.5,353,0.71,0,0.449,3,0
28.918966246880018,83.46533252298572,6.33,13.06,10.89,-1.73,31.62,31.5,3940.9,1.56,187,0.653,3,0.587,1,0
28.741801672542216,82.2805995372675,6.93,13.89,11.03,0.55,79.16,21.76,2798.5,0.28,113,0.356,3,0.583,0,0
29.01137106637476,84.68989295733331,8.6,24.5,1.69,-2.05,61.43,23.57,2941.1,1.17,11,0.292,3,0.117,0,0
26.693221716673545,81.2387246013352,35.36,128.44,8.74,-2.26,83.9,15.28,3019.8,4.86,82,0.818,3,0.825,1,0
28.0518103488995,86.56389056936095,67.49,186.8,1.98,0.29,58.13,0.52,1297.0,0.16,71,0.909,2,0.916,1,0
26.51761811283376,84.05792583808574,6.11,18.99,4.25,-2.29,52.56,9.52,2581.7,3.74,78,0.699,3,0.697,1,0
28.372362358902528,84.67070732397121,9.86,29.0,5.07,0.3,29.18,43.81,603.4,5.75,112,0.779,0,0.648,2,0
27.69943097056442,86.90467306015076,14.03,40.11,10.95,2.39,69.38,17.84,3993.2,0.64,93,0.52,1,0.132,2,0
26.939549174350795,81.56566646574514,25.02,80.68,4.68,0.6,47.71,3.4,2493.3,4.25,76,0.281,3,0.415,0,0
26.77095216766246,81.48451576622486,108.75,424.02,7.42,1.05,63.84,4.3,274.9,0.11,64,0.77,2,0.872,0,1
28.75634274592862,83.48458802217915,20.9,64.83,7.79,0.89,95.98,16.7,3371.8,3.96,1085,0.891,2,0.984,0,0
27.046431171001235,86.45944226804762,108.05,399.52,4.65,-2.89,68.77,7.04,1567.2,0.2,27,0.343,2,0.712,1,0
30.13999248534487,80.53473644231455,30.25,80.76,8.53,-3.31,34.65,10.96,166.6,12.1,3699,0.626,1,0.176,2,1
28.72935067277162,86.53307097034748,36.95,94.5,6.56,0.66,92.97,15.31,1727.4,2.01,21,0.711,1,0.825,1,0
27.76916619859283,84.13566094161811,136.9,295.51,4.22,1.02,25.13,4.68,388.4,0.2,21,0.239,2,0.616,0,0
28.76975351507381,84.6324397729284,28.17,89.23,5.75,0.69,48.65,7.9,2383.6,4.41,31,0.315,2,0.181,0,0
26.44049587122176,84.6537946954073,23.73,82.43,2.84,0.44,61.08,20.05,1229.9,1.29,66,0.127,1,0.465,2,0
30.277092774289926,80.51537104828272,91.16,296.95,0.89,-1.03,46.39,52.32,1190.8,1.41,342,0.533,2,0.102,3,1
28.324444091465892,82.09188360581885,49.56,183.4,4.7,0.59,15.16,18.54,1865.6,5.66,212,0.552,1,0.509,1,1
29.556214431726172,86.20838714768418,102.86,249.1,11.04,1.32,41.47,47.11,3402.0,0.58,56,0.626,2,0.258,3,0
26.686192999682,83.41509929700123,59.3,197.48,4.87,-0.73,38.92,55.93,854.6,1.99,264,0.543,2,0.647,0,1
28.342299156436457,84.62228978647684,133.61,399.71,10.69,-1.22,34.3,2.45,3840.1,0.34,18935,0.648,2,0.885,1,0
28.358898676853535,87.75206518916217,8.11,21.33,1.43,-2.05,60.74,8.34,521.8,1.93,35,0.222,3,0.486,1,0
30.19208846539743,80.43479100940827,48.05,142.93,5.92,-1.98,72.83,11.15,1148.2,1.11,32,0.292,2,0.682,0,0
28.69108501474191,83.71974721768191,1.37,4.72,3.89,-0.65,82.72,42.0,3359.9,7.14,441,0.672,3,0.159,3,0
28.288306544333512,82.99985526378043,24.06,90.99,5.3,0.26,23.96,19.98,3862.5,0.77,1736,0.852,2,0.824,2,0
27.441600218676765,80.92481767750378,8.18,26.19,8.54,2.1,37.43,11.47,1081.5,0.22,47,0.254,3,0.214,1,0
27.706432889104466,87.80031838195103,25.49,84.77,4.06,-0.9,41.34,18.62,2367.2,2.41,138,0.536,2,0.466,1,1
28.481756850133305,87.88716543932239,13.82,53.47,2.09,-1.82,80.25,2.39,2135.4,1.43,22,0.186,2,0.317,1,0
28.14653698725069,82.59444803956434,29.54,102.82,0.97,0.39,72.17,7.55,3462.5,5.64,36,0.242,2,0.284,0,0
26.435609527509357,87.76711336084117,182.86,446.57,3.96,-0.81,61.37,22.02,661.0,1.61,255,0.703,2,0.389,1,0
29.734796889196865,80.34441867955586,2.95,10.42,8.75,1.84,30.15,9.05,2961.4,4.65,9,0.292,0,0.108,0,0
30.021259164543043,88.04543604930768,3.28,7.39,5.9,1.08,19.53,24.17,1818.9,4.58,129,0.634,0,0.926,1,0
26.922021264894305,86.86499440961575,17.92,40.64,11.85,0.85,77.12,9.36,3689.6,0.17,50,0.397,0,0.244,3,0
28.618548188510104,81.80329098806573,89.81,350.44,3.12,-2.1,38.37,20.63,657.6,2.4,55,0.228,2,0.57,1,0
26.79216053865532,84.94011247448935,8.98,19.97,10.99,-0.92,19.83,33.41,549.3,3.43,2,0.18,0,0.263,1,0
29.10318438146323,86.55855170777323,115.44,422.15,9.97,1.51,36.92,8.95,3313.2,2.43,539,0.259,2,0.129,1,0
27.500058513739933,82.65805146391534,10.16,34.05,9.42,-0.35,12.72,5.64,2363.5,0.18,4971,0.522,0,0.324,0,0
29.050632802236798,82.93860084301191,0.04,0.16,8.5,-3.33,57.17,15.09,3447.2,3.67,93,0.643,0,0.131,2,1
29.327677918576217,85.1797253116532,39.1,122.08,0.74,2.5,80.12,16.06,351.3,10.57,10,0.441,2,0.901,2,1
29.498454716862394,81.25578685675099,39.69,139.56,9.36,-0.47,55.89,27.14,444.0,0.22,862,0.124,3,0.774,1,0
26.788737878419177,81.02058899496957,27.11,105.98,2.89,0.46,59.84,22.47,1849.9,1.52,103,0.628,1,0.182,2,1
30.102648565064193,82.09216437972647,21.07,73.42,3.95,0.62,41.29,11.29,2345.9,0.73,36,0.871,3,0.808,0,0
27.29087736266901,86.09407810636087,22.15,58.47,3.04,-0.2,17.85,41.58,2779.2,3.57,255,0.693,0,0.176,2,1
26.50039148032234,83.04321750066931,101.33,383.86,5.44,1.78,57.39,7.45,2773.9,2.14,81,0.275,2,0.61,1,1
28.62189512450508,84.18941799891056,9.31,27.53,2.96,-0.25,18.69,44.33,1583.8,2.76,120,0.65,0,0.352,1,0
27.867781363836,81.64955388408374,12.37,28.69,10.31,-0.49,34.48,0.16,3683.5,3.84,386,0.06,1,0.854,1,0
29.749137946842893,81.63860244922756,2.98,11.34,8.32,3.68,46.8,54.29,3682.1,3.66,359,0.427,0,0.232,1,1
29.660831035463637,85.35462460394905,21.66,61.24,7.91,-2.44,38.96,19.19,1518.8,13.94,28,0.756,0,0.709,2,0
27.647269460573135,80.94049967596483,85.96,214.69,9.02,0.24,34.09,13.28,1831.3,4.44,18,0.66,2,0.26,0,0
30.253887519785955,85.49622704172319,86.71,284.39,4.15,0.57,32.42,7.05,621.3,6.68,915,0.699,2,0.641,0,0
27.539763136374486,83.32091518367714,14.77,58.94,6.86,0.92,31.06,7.85,2381.9,0.08,587,0.411,0,0.129,2,0
28.45873422985003,85.52415904958832,7.16,26.38,7.9,2.93,37.26,17.66,2673.1,3.16,18,0.325,3,0.546,2,0
27.39645687132717,83.16642313133713,129.36,323.65,6.98,0.21,63.29,39.54,1688.2,3.89,552,0.788,2,0.451,0,1
30.18477863720075,86.94740293145786,28.51,97.67,7.16,-1.66,46.71,6.76,1283.8,2.71,267,0.616,1,0.965,0,0
27.021892052086276,80.51039388592308,20.8,52.18,1.21,0.37,66.4,7.62,2554.7,4.47,75,0.82,1,0.796,2,0
26.53113353950855,87.33212001008656,34.21,103.48,5.74,-0.08,40.92,15.79,2274.3,2.72,26,0.757,1,0.412,2,1
28.130897946012457,82.24570796624981,132.48,302.19,7.15,1.76,62.99,14.06,1176.3,0.96,152,0.303,2,0.472,1,1
30.41573981262893,80.40442121574893,51.56,132.88,1.75,1.05,72.42,1.77,1097.1,3.15,247,0.395,2,0.832,1,0
30.002876791645146,84.6376592073866,39.47,157.12,2.6,-0.31,25.75,6.01,2413.9,0.44,185,0.565,0,0.441,0,0
29.41629287977349,81.88491649799327,2.87,8.34,7.04,-0.7,38.05,1.18,1629.4,0.99,147,0.629,0,0.189,1,0
29.999249212601953,83.79729103208828,37.56,130.85,2.51,0.61,61.73,4.37,775.0,2.13,1462,0.507,1,0.157,1,0
30.01013122276124,86.5912445799637,13.82,39.75,6.39,0.42,43.48,12.35,69.9,0.95,123,0.613,1,0.707,0,0
28.474319277584442,86.50356527277219,74.31,148.89,3.04,-2.39,73.02,0.13,1610.9,4.19,21,0.314,2,0.746,0,0
27.64230911250625,84.94694007339585,16.33,54.03,2.54,-2.11,64.49,10.31,241.0,2.63,41,0.568,3,0.462,1,0
29.51225097165505,88.02081095219921,212.89,604.24,9.62,0.71,29.71,18.44,1135.5,9.58,342,0.155,1,0.487,1,0
29.05981117898782,83.83432516858815,4.84,12.21,9.82,-1.47,20.98,15.06,3248.9,3.56,31,0.768,1,0.637,1,1
27.878996688382212,80.37873966265926,3.95,9.43,4.29,-2.08,66.51,7.84,2219.6,0.24,778,0.905,0,0.78,0,0
26.734313339052214,86.73057899490668,38.73,115.1,4.22,0.48,20.66,28.01,2437.4,0.18,59,0.602,1,0.919,1,0
29.408837406531006,81.85999598387302,134.63,510.93,5.25,-1.81,30.68,4.3,1896.6,5.14,174,0.307,2,0.219,3,1
27.423088115283747,81.49311262166277,6.86,18.41,2.79,-0.42,64.41,7.51,115.0,0.04,528,0.276,3,0.885,1,0
30.187933917188495,80.62809079457314,25.28,79.14,6.82,1.11,92.47,23.11,885.0,1.23,120,0.659,2,0.409,1,0
27.33497935752331,82.72808924104943,14.89,31.31,11.68,-1.74,28.96,16.63,3904.7,1.74,10,0.488,0,0.834,3,0
26.850307522887093,82.71391246872226,5.9,20.31,9.26,0.78,90.59,7.83,1303.9,1.55,44,0.282,3,0.733,1,0
29.754561955712113,82.52346858480283,164.6,586.92,3.71,1.19,43.14,23.55,859.1,4.56,99,0.238,2,0.267,1,1
26.975465698160427,84.88837010853634,13.68,37.68,4.54,-1.54,36.51,11.61,3067.2,0.69,67,0.602,0,0.669,1,0
27.08200006344673,86.17780788483876,14.61,42.05,2.73,2.26,92.15,7.2,304.9,2.95,44,0.646,3,0.132,2,0
28.80446944523546,87.69423438994528,150.76,322.42,8.55,-1.18,23.66,2.18,2854.9,3.17,206,0.844,2,0.979,3,0
29.932704367433605,80.82384979069245,230.04,883.61,4.39,0.45,25.12,37.43,210.4,3.48,49,0.363,2,0.192,1,1
27.15238212942975,81.28255926195098,30.1,93.35,10.57,-1.6,78.45,19.74,3352.3,10.36,407,0.515,2,0.802,2,0
27.619327058890388,84.86108756320155,8.03,18.29,8.8,-1.24,22.84,8.55,3477.3,5.27,114,0.839,0,0.254,1,0
29.534359836788827,80.85711814094253,164.5,573.79,4.63,2.15,81.39,9.64,1685.1,2.69,222,0.801,2,0.814,0,0
30.331488346849966,83.07713356965466,71.47,254.23,4.92,2.56,47.35,39.89,2832.1,1.04,179,0.193,2,0.795,2,1
28.400038863429604,85.14372881333638,6.51,15.63,2.03,1.39,61.55,1.72,1012.6,1.54,46,0.307,3,0.844,1,0
26.93697976046013,86.41397819589244,9.59,27.88,5.91,-0.75,60.65,5.84,2815.4,7.36,121,0.612,0,0.621,2,0
26.404138779603628,81.82991099777075,84.87,244.99,11.23,-1.58,26.97,16.9,892.1,6.57,1855,0.829,1,0.652,2,1
27.288589722995308,85.49740644844196,68.07,186.88,7.84,-2.75,100.0,9.88,3570.1,2.71,65,0.223,2,0.34,1,0
26.887471092924738,85.31731668899386,108.35,404.11,6.05,0.27,58.82,8.52,2824.5,0.96,60,0.511,2,0.914,1,0
29.125400561812715,87.05785411612145,20.96,71.55,5.19,-2.67,46.04,2.23,2655.2,1.29,593,0.277,1,0.73,3,0
26.846513268976977,82.61284585800618,16.32,61.49,7.54,-0.57,73.03,5.26,2002.7,0.97,419,0.479,2,0.763,3,0
28.422952719644595,86.16599805578441,131.77,403.19,10.93,0.71,33.29,5.34,3661.6,0.01,115,0.698,2,0.427,3,1
