latitude,longitude,hour_of_day,day_of_week,month,road_type,road_condition,visibility_m,traffic_volume,speed_limit_kmh,road_width_m,intersection_type,street_lighting,weather_condition,slope_pct,prev_accidents_1km,dist_to_hospital_km,accident_occurred
27.81739336375677,81.4917997088405,8,2,9,3,1,5067,217,60,6.9,0,2,2,3.81,0,8.52,0
28.569897272857652,81.89806859781454,4,6,9,1,0,3672,201,50,9.0,2,3,0,9.08,0,13.75,1
28.75388978938071,85.9149430415615,13,1,6,1,3,753,214,40,6.3,0,0,1,1.88,1,1.43,1
27.687040108706064,80.62175773004802,20,3,10,1,1,1733,610,30,3.9,2,1,0,5.64,1,15.36,0
27.770047564538924,86.81930607666807,3,1,7,3,1,7896,46,60,8.1,2,3,0,4.61,2,17.37,1
26.556743776558914,81.080386592727,6,4,9,3,2,2703,399,50,3.8,0,0,0,3.08,2,5.58,0
29.010427597478184,81.00042792278867,5,5,7,2,3,3207,353,30,8.2,1,2,0,14.09,0,0.72,0
28.295216130781007,87.02752405049803,16,3,1,2,2,4766,90,50,8.8,1,3,1,0.16,1,47.02,0
28.09063434358839,85.53189935383554,1,2,7,0,2,8823,102,60,8.3,0,1,0,11.22,3,38.05,0
28.143919169046875,80.33726645531158,12,6,12,0,1,1850,135,60,8.1,1,3,0,1.39,1,14.4,0
28.63265034578548,82.15720656627089,18,2,2,2,2,253,109,50,9.2,1,2,0,5.74,0,13.93,0
26.66865548149791,88.19255008579691,1,0,7,2,2,755,22,80,4.9,3,0,3,1.07,3,1.52,0
29.03860856371659,81.4310334696356,23,1,6,0,2,4876,145,50,7.2,0,2,2,11.54,2,0.21,1
26.65938718550509,81.32865740161986,23,3,9,3,1,5863,251,40,6.9,1,3,0,1.64,1,0.84,0
27.154520015796468,83.83491705168572,10,0,8,1,1,4811,486,80,8.8,0,2,0,1.14,0,16.77,0
28.080357335761313,82.06413043514432,15,2,7,2,3,8965,84,60,9.9,2,0,1,5.53,2,2.61,0
30.372498248916905,85.8074221401865,9,4,12,2,2,5121,264,60,6.2,0,3,2,3.98,0,8.38,1
28.898909302782886,81.7928054520838,17,2,11,1,3,523,44,60,6.1,2,2,2,1.68,1,18.69,1
26.348179632687472,80.3659793361326,14,6,3,1,1,9679,68,30,6.1,0,1,0,8.36,0,26.45,0
27.334688887089083,84.23564338833243,16,0,10,2,1,2541,27,80,7.7,0,2,0,5.8,2,7.67,0
30.337780138813358,83.91054584598149,4,3,8,2,3,4678,185,40,4.4,1,2,0,4.79,1,0.02,1
29.82283989981077,86.01594819440038,10,2,3,1,1,770,58,80,5.6,2,1,0,15.91,0,20.88,0
27.569262009216768,83.46924318651985,22,0,1,3,1,2564,235,100,6.3,3,1,0,3.57,1,19.44,1
28.8523275387596,83.06156581731867,11,3,11,1,0,5921,49,50,8.4,2,3,0,35.24,2,37.79,0
26.48673013378364,86.26584881339465,5,3,8,2,2,5834,216,60,7.2,0,3,0,1.3,2,7.3,1
27.933023320258233,84.16951611843083,9,6,11,3,1,7177,43,80,4.6,3,0,2,1.8,4,6.98,1
28.902647556652134,83.00704766781014,6,1,9,1,1,5279,122,80,6.9,2,2,0,6.16,2,8.85,0
28.730091212718097,80.15468143330499,3,1,5,2,1,1006,172,60,7.0,2,3,0,4.9,2,0.84,0
29.842937835635087,81.3460277911621,8,5,3,1,2,6296,196,50,7.3,2,3,0,5.28,1,12.45,0
29.616337095648774,87.66306802863807,3,1,4,2,2,5367,155,30,3.6,0,2,2,14.16,0,35.18,1
27.81343737997717,86.89609665512316,1,6,7,0,2,5438,155,50,9.9,3,1,2,15.63,3,14.67,1
28.383042607325955,80.2595461148411,10,6,12,2,1,7640,114,60,4.0,2,3,1,8.7,1,2.13,1
28.515937548946077,88.14808352104521,12,1,10,1,1,3461,42,50,7.1,2,0,0,1.82,1,17.22,1
27.713138615048315,83.0606066510118,14,6,4,1,2,1295,157,100,5.2,0,3,0,2.97,2,4.35,0
27.15172063268662,83.34724401310322,0,1,11,3,1,8473,493,80,7.0,3,1,2,1.32,1,13.37,0
30.117993287213437,80.11621111246178,9,2,9,2,1,3363,197,30,8.1,2,1,0,5.83,2,3.49,1
28.316974784674432,84.95047669340168,0,6,10,3,2,7746,812,50,8.7,1,3,0,18.56,3,36.12,1
27.13539719151581,85.97398057331532,17,6,7,2,1,1178,40,100,6.6,1,2,1,24.87,2,19.87,0
30.396323438535518,80.16727665208064,0,2,10,1,2,8952,218,60,8.0,3,1,2,6.48,0,10.01,1
27.421885725979337,80.59774661707257,17,5,7,2,1,3932,566,40,9.0,1,0,0,6.23,2,26.68,0
27.788916800076553,80.53369292752932,5,2,6,3,2,2147,44,30,6.2,1,2,2,4.3,0,5.84,1
28.804750469837458,87.33025197452622,7,6,9,3,2,8388,62,60,7.6,0,2,0,7.82,0,3.27,0
30.224498272087274,85.51337421880733,2,6,1,2,1,9819,154,40,6.3,2,1,0,29.27,2,4.46,0
27.28104142770538,86.03772919774195,18,2,11,1,2,4215,72,40,9.0,1,0,0,4.91,1,12.1,0
27.51402996211439,81.14628677184373,17,5,12,1,2,6823,180,40,6.3,0,2,0,4.78,2,1.09,0
26.684880524949925,84.92893367385173,5,6,7,3,3,6857,61,50,9.5,1,2,2,4.79,1,7.8,0
28.748849437906475,88.02783970943835,3,3,8,0,2,5114,57,50,9.6,2,3,1,7.4,2,0.73,1
26.835457636272782,88.13986570953563,4,6,10,0,2,3989,112,40,8.2,0,3,0,4.64,1,6.77,1
28.162173738897124,87.2306010146487,23,1,1,3,2,3996,343,80,9.1,2,0,1,6.21,1,38.3,1
27.89254488155146,81.56896006740463,21,2,5,1,2,2284,168,30,7.0,2,3,2,3.49,4,27.02,0
26.556546556334418,83.97036484529569,23,2,3,3,2,9808,128,80,9.4,1,3,0,3.0,1,26.69,0
26.503603967581363,88.07630083499117,17,2,6,0,0,2162,82,80,7.4,0,3,2,1.1,0,9.91,0
27.46058700512616,82.51304899669864,18,3,3,1,1,186,905,80,4.9,0,1,0,4.01,1,22.16,1
28.056756731261437,84.09158850826202,18,5,11,2,2,7427,180,100,9.3,0,1,2,5.14,2,30.58,1
28.200205488830143,81.81059114775832,3,3,6,2,0,1140,269,60,7.4,0,1,0,7.44,0,10.16,0
27.32409947130543,87.24935958362562,2,6,4,1,1,1283,143,80,5.6,1,1,1,3.29,1,1.02,1
27.567249966279824,84.15340332490288,0,1,10,1,0,2713,367,30,9.0,2,0,0,3.37,3,6.74,0
27.423624882270673,87.72160197723336,23,5,10,1,3,8057,59,50,6.5,2,2,2,21.96,3,14.88,1
26.662111231917137,81.92316490376766,19,0,1,2,3,5158,99,50,6.4,1,1,3,8.89,1,14.03,0
27.537606253276106,86.83338312194196,15,2,6,1,1,8928,1083,60,7.0,1,2,0,14.8,3,1.39,0
27.470273019048523,86.56416750597204,0,0,7,0,2,4388,34,30,5.6,0,1,1,9.46,2,11.06,1
29.043532691743447,80.78745120719016,14,1,12,2,2,6842,148,80,9.4,1,1,0,16.48,0,16.76,1
28.358429951366766,87.91113709817884,6,1,4,2,3,5358,120,50,9.3,2,2,0,11.39,1,13.03,0
27.573554228156375,81.16007235830006,1,5,5,1,2,6993,191,50,3.7,2,3,2,14.08,4,37.64,1
26.461966233378313,86.04515849612528,2,0,10,1,1,1937,167,30,6.4,0,0,0,7.35,2,20.52,1
28.071950514344458,87.14778306110902,17,3,11,3,2,5257,258,30,6.8,1,2,2,8.95,0,9.6,0
26.379981055091367,87.09039934919133,11,1,8,1,2,7571,105,50,9.6,0,0,3,0.7,2,1.73,1
29.025956056262558,82.95418278039062,20,4,1,3,1,8780,159,80,7.7,2,0,0,1.9,1,2.9,0
29.97027453824258,82.24027441209779,14,2,9,1,2,332,509,60,5.9,0,1,0,4.13,2,15.76,0
30.11656220101517,81.78584435209865,12,6,7,2,0,3505,209,60,4.4,0,3,1,3.13,2,49.46,1
26.8638285915757,86.71405950110262,12,5,12,2,0,7008,205,40,8.7,0,2,0,3.94,1,1.59,0
28.557112486664117,85.41963821184375,5,6,6,3,1,9967,1317,50,9.5,1,1,0,9.72,3,90.45,1
30.04931407776275,84.01000916596911,20,5,12,1,2,2136,101,80,6.2,1,0,2,1.26,2,0.42,0
29.331407782458136,86.39100145895632,7,4,11,0,0,9469,420,40,3.6,0,1,0,1.74,1,0.06,0
28.62479387404946,84.56632491922727,14,1,2,3,0,1591,26,50,5.5,0,2,1,1.33,2,23.37,1
29.174774309774538,84.23432955171452,0,6,1,2,3,5759,39,40,4.4,2,3,0,5.52,2,33.14,0
30.132837605585184,83.70191586958062,5,1,8,3,2,9993,181,40,5.1,2,2,2,2.31,2,26.89,0
28.088733349613626,84.0681991232687,5,3,3,1,3,9098,278,30,8.8,0,2,2,5.9,0,4.0,1
26.474889714365524,86.17597195220519,10,1,11,0,0,9397,133,60,9.1,0,1,2,4.85,4,6.3,1
29.000003889069454,81.55224148547785,15,5,3,2,2,3039,151,60,6.7,2,2,0,12.22,5,3.5,0
28.70017601255788,84.86162434487369,18,3,7,1,1,6403,73,30,5.7,1,2,0,9.64,2,5.81,0
27.848516916696845,82.46559830309424,20,5,5,2,2,5258,22,50,8.2,0,3,0,1.82,1,27.41,0
29.869184530110545,81.39931740780985,23,5,7,1,1,5191,234,80,8.6,0,3,0,13.26,1,28.65,0
29.225250906605183,83.32410546774047,15,5,5,1,1,3321,50,50,7.6,2,1,0,15.36,3,23.23,0
29.079456502464566,83.90843035882763,1,5,3,0,2,7242,21,30,9.9,1,2,0,3.13,2,24.84,1
29.812544024009195,88.13437814708239,2,2,5,3,1,7348,24,60,7.0,2,0,0,1.82,2,1.75,1
29.693873613221534,82.56616530722515,1,3,6,3,1,1080,294,30,7.8,0,0,0,3.55,1,11.54,0
28.9901529740469,85.57396983543292,2,6,3,3,2,3027,98,50,7.6,1,2,0,7.46,2,37.91,1
26.844817234506515,81.97930159251271,22,1,3,0,1,8010,105,50,8.4,1,2,2,21.65,3,31.36,1
28.0243776978328,85.39943779871767,13,5,2,0,1,7282,87,60,6.7,0,3,1,7.91,3,67.93,0
26.38894229914604,84.01470865291407,16,2,2,1,2,6333,67,60,5.3,2,2,1,3.63,0,15.44,1
26.579134023843963,88.14356914975494,21,0,6,1,3,5965,132,40,9.6,1,2,0,1.13,1,6.58,0
28.591921253252597,86.35615862327457,22,4,5,1,1,587,143,40,8.2,3,0,0,3.31,2,15.09,1
26.605266935040156,81.12835834767888,11,1,3,1,3,6636,133,60,9.1,2,3,0,6.26,5,23.94,1
29.70537593792917,81.46319298400883,14,3,6,1,0,4267,99,50,7.8,0,0,1,2.42,1,16.52,0
29.810739806521326,87.62484078350597,0,2,3,3,0,3875,58,60,9.3,0,0,3,1.2,2,10.84,0
27.038638002379507,87.35641495044203,11,6,6,0,1,8395,129,80,7.0,2,2,0,13.23,2,12.14,1
28.125001212261555,81.52193841527253,22,0,5,0,2,2618,395,50,7.6,2,0,2,1.82,0,2.81,1
29.991984594012703,83.14905419635758,7,0,2,3,3,9883,273,40,4.6,1,1,1,4.91,2,1.93,0
27.415571833218166,82.34781818359271,8,6,9,3,2,7570,25,40,4.3,1,1,3,6.85,1,4.56,0
30.132063057109587,86.86724542325463,0,5,9,3,1,1716,217,60,6.3,0,1,3,6.48,1,7.38,1
